skin_tone_group,true_class_id,true_disease,predicted_class_id,predicted_disease,error_count
Medium,88,pyogenic granuloma,6,allergic contact dermatitis,1
Medium,88,pyogenic granuloma,106,tick bite,1
Medium,89,rhinophyma,6,allergic contact dermatitis,1
Medium,90,rosacea,74,perioral dermatitis,1
Medium,90,rosacea,89,rhinophyma,1
Medium,90,rosacea,95,seborrheic dermatitis,1
Medium,91,sarcoidosis,6,allergic contact dermatitis,1
Medium,91,sarcoidosis,7,aplasia cutis,1
Medium,91,sarcoidosis,63,necrobiosis lipoidica,1
Medium,91,sarcoidosis,95,seborrheic dermatitis,1
Medium,91,sarcoidosis,100,stevens johnson syndrome,1
Medium,91,sarcoidosis,104,syringoma,1
Medium,91,sarcoidosis,107,tuberous sclerosis,1
Medium,92,scabies,1,acne,1
Medium,92,scabies,64,nematode infection,1
Medium,92,scabies,78,pityriasis lichenoides chronica,1
Medium,92,scabies,85,prurigo nodularis,1
Medium,92,scabies,101,striae,1
Medium,93,scleroderma,6,allergic contact dermatitis,1
Medium,93,scleroderma,40,incontinentia pigmenti,1
Medium,93,scleroderma,41,juvenile xanthogranuloma,1
Medium,93,scleroderma,56,melanoma,1
Medium,93,scleroderma,60,mycosis fungoides,1
Medium,93,scleroderma,77,pilomatricoma,1
Medium,93,scleroderma,86,psoriasis,1
Medium,93,scleroderma,110,urticaria pigmentosa,1
Medium,94,scleromyxedema,19,drug eruption,1
Medium,94,scleromyxedema,53,lyme disease,1
Medium,94,scleromyxedema,109,urticaria,1
Medium,95,seborrheic dermatitis,32,folliculitis,1
Medium,95,seborrheic dermatitis,51,lupus erythematosus,1
Medium,96,seborrheic keratosis,40,incontinentia pigmenti,1
Medium,96,seborrheic keratosis,103,superficial spreading melanoma ssm,1
Medium,97,solid cystic basal cell carcinoma,99,stasis edema,1
Medium,97,solid cystic basal cell carcinoma,107,tuberous sclerosis,1
Medium,98,squamous cell carcinoma,13,cheilitis,1
Medium,98,squamous cell carcinoma,33,fordyce spots,1
Medium,98,squamous cell carcinoma,60,mycosis fungoides,1
Medium,98,squamous cell carcinoma,81,porokeratosis actinic,1
Medium,98,squamous cell carcinoma,86,psoriasis,1
Medium,98,squamous cell carcinoma,92,scabies,1
Medium,98,squamous cell carcinoma,108,tungiasis,1
Medium,99,stasis edema,31,fixed eruptions,1
Medium,99,stasis edema,60,mycosis fungoides,1
Medium,100,stevens johnson syndrome,37,halo nevus,1
Medium,100,stevens johnson syndrome,83,porphyria,1
Medium,100,stevens johnson syndrome,86,psoriasis,1
Medium,101,striae,75,photodermatoses,1
Medium,101,striae,109,urticaria,1
Medium,102,sun damaged skin,1,acne,1
Medium,102,sun damaged skin,41,juvenile xanthogranuloma,1
Medium,102,sun damaged skin,82,porokeratosis of mibelli,1
Medium,103,superficial spreading melanoma ssm,55,malignant melanoma,1
Medium,103,superficial spreading melanoma ssm,56,melanoma,1
Medium,104,syringoma,0,acanthosis nigricans,1
Medium,104,syringoma,20,drug induced pigmentary changes,1
Medium,104,syringoma,107,tuberous sclerosis,1
Medium,105,telangiectases,2,acne vulgaris,1
Medium,105,telangiectases,17,dermatomyositis,1
Medium,105,telangiectases,48,lichen planus,1
Medium,105,telangiectases,60,mycosis fungoides,1
Medium,105,telangiectases,73,pediculosis lids,1
Medium,106,tick bite,51,lupus erythematosus,1
Medium,107,tuberous sclerosis,32,folliculitis,1
Medium,107,tuberous sclerosis,37,halo nevus,1
Medium,107,tuberous sclerosis,50,livedo reticularis,1
Medium,107,tuberous sclerosis,86,psoriasis,1
Medium,107,tuberous sclerosis,92,scabies,1
Medium,109,urticaria,92,scabies,1
Medium,109,urticaria,93,scleroderma,1
Medium,109,urticaria,110,urticaria pigmentosa,1
Medium,110,urticaria pigmentosa,40,incontinentia pigmenti,1
Medium,110,urticaria pigmentosa,109,urticaria,1
Medium,111,vitiligo,31,fixed eruptions,1
Medium,111,vitiligo,43,keloid,1
Medium,111,vitiligo,48,lichen planus,1
Medium,111,vitiligo,83,porphyria,1
Medium,112,xanthomas,6,allergic contact dermatitis,1
Medium,112,xanthomas,17,dermatomyositis,1
Medium,112,xanthomas,34,granuloma annulare,1
Medium,112,xanthomas,76,pilar cyst,1
Medium,113,xeroderma pigmentosum,15,dariers disease,1
Medium,113,xeroderma pigmentosum,48,lichen planus,1
