true_class_id,true_disease,predicted_class_id,predicted_disease,error_count
48,lichen planus,42,kaposi sarcoma,1
107,tuberous sclerosis,86,psoriasis,1
64,nematode infection,53,lyme disease,1
64,nematode infection,68,neutrophilic dermatoses,1
64,nematode infection,75,photodermatoses,1
64,nematode infection,77,pilomatricoma,1
64,nematode infection,109,urticaria,1
65,neurodermatitis,23,ehlers danlos syndrome,1
107,tuberous sclerosis,53,lyme disease,1
65,neurodermatitis,25,epidermolysis bullosa,1
65,neurodermatitis,32,folliculitis,1
107,tuberous sclerosis,92,scabies,1
106,tick bite,41,juvenile xanthogranuloma,1
69,nevocytic nevus,56,melanoma,1
64,nematode infection,24,epidermal nevus,1
79,pityriasis rosea,110,urticaria pigmentosa,1
79,pityriasis rosea,32,folliculitis,1
65,neurodermatitis,41,juvenile xanthogranuloma,1
65,neurodermatitis,52,lupus subacute,1
65,neurodermatitis,56,melanoma,1
65,neurodermatitis,63,necrobiosis lipoidica,1
65,neurodermatitis,68,neutrophilic dermatoses,1
65,neurodermatitis,75,photodermatoses,1
65,neurodermatitis,105,telangiectases,1
107,tuberous sclerosis,50,livedo reticularis,1
66,neurofibromatosis,3,acquired autoimmune bullous diseaseherpes gestationis,1
66,neurofibromatosis,40,incontinentia pigmenti,1
66,neurofibromatosis,42,kaposi sarcoma,1
61,myiasis,11,behcets disease,1
107,tuberous sclerosis,48,lichen planus,1
107,tuberous sclerosis,39,ichthyosis vulgaris,1
107,tuberous sclerosis,37,halo nevus,1
107,tuberous sclerosis,32,folliculitis,1
66,neurofibromatosis,68,neutrophilic dermatoses,1
66,neurofibromatosis,77,pilomatricoma,1
66,neurofibromatosis,91,sarcoidosis,1
66,neurofibromatosis,96,seborrheic keratosis,1
107,tuberous sclerosis,19,drug eruption,1
66,neurofibromatosis,104,syringoma,1
67,neurotic excoriations,5,actinic keratosis,1
67,neurotic excoriations,23,ehlers danlos syndrome,1
66,neurofibromatosis,60,mycosis fungoides,1
1,acne,31,fixed eruptions,1
67,neurotic excoriations,91,sarcoidosis,1
106,tick bite,96,seborrheic keratosis,1
106,tick bite,95,seborrheic dermatitis,1
67,neurotic excoriations,107,tuberous sclerosis,1
68,neutrophilic dermatoses,2,acne vulgaris,1
68,neutrophilic dermatoses,13,cheilitis,1
68,neutrophilic dermatoses,93,scleroderma,1
106,tick bite,91,sarcoidosis,1
68,neutrophilic dermatoses,32,folliculitis,1
68,neutrophilic dermatoses,48,lichen planus,1
68,neutrophilic dermatoses,51,lupus erythematosus,1
106,tick bite,73,pediculosis lids,1
68,neutrophilic dermatoses,63,necrobiosis lipoidica,1
69,nevocytic nevus,58,mucinosis,1
68,neutrophilic dermatoses,81,porokeratosis actinic,1
106,tick bite,51,lupus erythematosus,1
68,neutrophilic dermatoses,86,psoriasis,1
68,neutrophilic dermatoses,88,pyogenic granuloma,1
68,neutrophilic dermatoses,92,scabies,1
68,neutrophilic dermatoses,19,drug eruption,1
100,stevens johnson syndrome,37,halo nevus,1
93,scleroderma,40,incontinentia pigmenti,1
100,stevens johnson syndrome,28,erythema multiforme,1
100,stevens johnson syndrome,17,dermatomyositis,1
100,stevens johnson syndrome,6,allergic contact dermatitis,1
99,stasis edema,88,pyogenic granuloma,1
99,stasis edema,80,pityriasis rubra pilaris,1
68,neutrophilic dermatoses,64,nematode infection,1
69,nevocytic nevus,76,pilar cyst,1
69,nevocytic nevus,101,striae,1
106,tick bite,22,eczema,1
106,tick bite,16,dermatofibroma,1
70,nevus sebaceous of jadassohn,9,basal cell carcinoma morpheiform,1
70,nevus sebaceous of jadassohn,11,behcets disease,1
105,telangiectases,73,pediculosis lids,1
70,nevus sebaceous of jadassohn,47,lichen amyloidosis,1
70,nevus sebaceous of jadassohn,51,lupus erythematosus,1
67,neurotic excoriations,32,folliculitis,1
70,nevus sebaceous of jadassohn,97,solid cystic basal cell carcinoma,1
71,papilomatosis confluentes and reticulate,0,acanthosis nigricans,1
105,telangiectases,60,mycosis fungoides,1
67,neurotic excoriations,90,rosacea,1
71,papilomatosis confluentes and reticulate,40,incontinentia pigmenti,1
105,telangiectases,48,lichen planus,1
71,papilomatosis confluentes and reticulate,51,lupus erythematosus,1
72,paronychia,25,epidermolysis bullosa,1
72,paronychia,63,necrobiosis lipoidica,1
105,telangiectases,23,ehlers danlos syndrome,1
72,paronychia,88,pyogenic granuloma,1
105,telangiectases,19,drug eruption,1
70,nevus sebaceous of jadassohn,55,malignant melanoma,1
107,tuberous sclerosis,3,acquired autoimmune bullous diseaseherpes gestationis,1
67,neurotic excoriations,34,granuloma annulare,1
106,tick bite,110,urticaria pigmentosa,1
67,neurotic excoriations,38,hidradenitis,1
67,neurotic excoriations,64,nematode infection,1
105,telangiectases,51,lupus erythematosus,1
43,keloid,89,rhinophyma,1
43,keloid,101,striae,1
43,keloid,111,vitiligo,1
3,acquired autoimmune bullous diseaseherpes gestationis,2,acne vulgaris,1
3,acquired autoimmune bullous diseaseherpes gestationis,1,acne,1
2,acne vulgaris,111,vitiligo,1
75,photodermatoses,100,stevens johnson syndrome,1
2,acne vulgaris,107,tuberous sclerosis,1
75,photodermatoses,113,xeroderma pigmentosum,1
76,pilar cyst,15,dariers disease,1
76,pilar cyst,50,livedo reticularis,1
73,pediculosis lids,32,folliculitis,1
2,acne vulgaris,106,tick bite,1
79,pityriasis rosea,109,urticaria,1
76,pilar cyst,93,scleroderma,1
2,acne vulgaris,84,port wine stain,1
76,pilar cyst,90,rosacea,1
75,photodermatoses,90,rosacea,1
3,acquired autoimmune bullous diseaseherpes gestationis,52,lupus subacute,1
75,photodermatoses,23,ehlers danlos syndrome,1
75,photodermatoses,29,erythema nodosum,1
75,photodermatoses,8,basal cell carcinoma,1
3,acquired autoimmune bullous diseaseherpes gestationis,66,neurofibromatosis,1
4,acrodermatitis enteropathica,6,allergic contact dermatitis,1
74,perioral dermatitis,33,fordyce spots,1
3,acquired autoimmune bullous diseaseherpes gestationis,41,juvenile xanthogranuloma,1
75,photodermatoses,39,ichthyosis vulgaris,1
2,acne vulgaris,105,telangiectases,1
41,juvenile xanthogranuloma,78,pityriasis lichenoides chronica,1
47,lichen amyloidosis,64,nematode infection,1
39,ichthyosis vulgaris,21,dyshidrotic eczema,1
39,ichthyosis vulgaris,47,lichen amyloidosis,1
39,ichthyosis vulgaris,81,porokeratosis actinic,1
39,ichthyosis vulgaris,86,psoriasis,1
40,incontinentia pigmenti,7,aplasia cutis,1
40,incontinentia pigmenti,21,dyshidrotic eczema,1
40,incontinentia pigmenti,64,nematode infection,1
40,incontinentia pigmenti,89,rhinophyma,1
40,incontinentia pigmenti,105,telangiectases,1
40,incontinentia pigmenti,109,urticaria,1
41,juvenile xanthogranuloma,16,dermatofibroma,1
43,keloid,75,photodermatoses,1
41,juvenile xanthogranuloma,35,granuloma pyogenic,1
41,juvenile xanthogranuloma,69,nevocytic nevus,1
43,keloid,113,xeroderma pigmentosum,1
41,juvenile xanthogranuloma,91,sarcoidosis,1
41,juvenile xanthogranuloma,93,scleroderma,1
42,kaposi sarcoma,6,allergic contact dermatitis,1
42,kaposi sarcoma,17,dermatomyositis,1
42,kaposi sarcoma,48,lichen planus,1
42,kaposi sarcoma,85,prurigo nodularis,1
42,kaposi sarcoma,86,psoriasis,1
42,kaposi sarcoma,88,pyogenic granuloma,1
42,kaposi sarcoma,98,squamous cell carcinoma,1
42,kaposi sarcoma,103,superficial spreading melanoma ssm,1
43,keloid,32,folliculitis,1
41,juvenile xanthogranuloma,31,fixed eruptions,1
83,porphyria,48,lichen planus,1
83,porphyria,52,lupus subacute,1
83,porphyria,63,necrobiosis lipoidica,1
1,acne,107,tuberous sclerosis,1
83,porphyria,90,rosacea,1
82,porokeratosis of mibelli,93,scleroderma,1
76,pilar cyst,98,squamous cell carcinoma,1
76,pilar cyst,104,syringoma,1
2,acne vulgaris,75,photodermatoses,1
77,pilomatricoma,2,acne vulgaris,1
77,pilomatricoma,14,congenital nevus,1
77,pilomatricoma,33,fordyce spots,1
77,pilomatricoma,41,juvenile xanthogranuloma,1
75,photodermatoses,88,pyogenic granuloma,1
78,pityriasis lichenoides chronica,38,hidradenitis,1
78,pityriasis lichenoides chronica,40,incontinentia pigmenti,1
78,pityriasis lichenoides chronica,79,pityriasis rosea,1
80,pityriasis rubra pilaris,8,basal cell carcinoma,1
79,pityriasis rosea,36,hailey hailey disease,1
79,pityriasis rosea,53,lyme disease,1
2,acne vulgaris,68,neutrophilic dermatoses,1
79,pityriasis rosea,66,neurofibromatosis,1
79,pityriasis rosea,75,photodermatoses,1
79,pityriasis rosea,86,psoriasis,1
2,acne vulgaris,66,neurofibromatosis,1
79,pityriasis rosea,92,scabies,1
79,pityriasis rosea,96,seborrheic keratosis,1
77,pilomatricoma,98,squamous cell carcinoma,1
74,perioral dermatitis,22,eczema,1
75,photodermatoses,48,lichen planus,1
3,acquired autoimmune bullous diseaseherpes gestationis,32,folliculitis,1
74,perioral dermatitis,6,allergic contact dermatitis,1
75,photodermatoses,60,mycosis fungoides,1
3,acquired autoimmune bullous diseaseherpes gestationis,29,erythema nodosum,1
75,photodermatoses,76,pilar cyst,1
75,photodermatoses,77,pilomatricoma,1
75,photodermatoses,79,pityriasis rosea,1
105,telangiectases,9,basal cell carcinoma morpheiform,1
75,photodermatoses,40,incontinentia pigmenti,1
80,pityriasis rubra pilaris,75,photodermatoses,1
2,acne vulgaris,51,lupus erythematosus,1
83,porphyria,22,eczema,1
2,acne vulgaris,48,lichen planus,1
80,pityriasis rubra pilaris,102,sun damaged skin,1
80,pityriasis rubra pilaris,111,vitiligo,1
80,pityriasis rubra pilaris,113,xeroderma pigmentosum,1
81,porokeratosis actinic,85,prurigo nodularis,1
82,porokeratosis of mibelli,32,folliculitis,1
82,porokeratosis of mibelli,64,nematode infection,1
82,porokeratosis of mibelli,78,pityriasis lichenoides chronica,1
73,pediculosis lids,0,acanthosis nigricans,1
83,porphyria,1,acne,1
83,porphyria,5,actinic keratosis,1
2,acne vulgaris,3,acquired autoimmune bullous diseaseherpes gestationis,1
83,porphyria,15,dariers disease,1
83,porphyria,19,drug eruption,1
80,pityriasis rubra pilaris,86,psoriasis,1
86,psoriasis,29,erythema nodosum,1
86,psoriasis,34,granuloma annulare,1
85,prurigo nodularis,64,nematode infection,1
91,sarcoidosis,23,ehlers danlos syndrome,1
102,sun damaged skin,41,juvenile xanthogranuloma,1
91,sarcoidosis,43,keloid,1
102,sun damaged skin,21,dyshidrotic eczema,1
91,sarcoidosis,48,lichen planus,1
91,sarcoidosis,50,livedo reticularis,1
102,sun damaged skin,6,allergic contact dermatitis,1
102,sun damaged skin,1,acne,1
101,striae,110,urticaria pigmentosa,1
101,striae,75,photodermatoses,1
99,stasis edema,68,neutrophilic dermatoses,1
91,sarcoidosis,53,lyme disease,1
88,pyogenic granuloma,0,acanthosis nigricans,1
101,striae,60,mycosis fungoides,1
91,sarcoidosis,63,necrobiosis lipoidica,1
91,sarcoidosis,64,nematode infection,1
101,striae,32,folliculitis,1
101,striae,13,cheilitis,1
91,sarcoidosis,84,port wine stain,1
91,sarcoidosis,86,psoriasis,1
91,sarcoidosis,95,seborrheic dermatitis,1
91,sarcoidosis,100,stevens johnson syndrome,1
91,sarcoidosis,104,syringoma,1
91,sarcoidosis,106,tick bite,1
91,sarcoidosis,52,lupus subacute,1
103,superficial spreading melanoma ssm,55,malignant melanoma,1
87,pustular psoriasis,85,prurigo nodularis,1
87,pustular psoriasis,86,psoriasis,1
87,pustular psoriasis,100,stevens johnson syndrome,1
86,psoriasis,73,pediculosis lids,1
83,porphyria,113,xeroderma pigmentosum,1
84,port wine stain,68,neutrophilic dermatoses,1
84,port wine stain,75,photodermatoses,1
84,port wine stain,86,psoriasis,1
1,acne,86,psoriasis,1
84,port wine stain,109,urticaria,1
85,prurigo nodularis,3,acquired autoimmune bullous diseaseherpes gestationis,1
85,prurigo nodularis,18,disseminated actinic porokeratosis,1
104,syringoma,107,tuberous sclerosis,1
85,prurigo nodularis,37,halo nevus,1
85,prurigo nodularis,48,lichen planus,1
1,acne,74,perioral dermatitis,1
86,psoriasis,40,incontinentia pigmenti,1
85,prurigo nodularis,86,psoriasis,1
85,prurigo nodularis,113,xeroderma pigmentosum,1
1,acne,57,milia,1
86,psoriasis,13,cheilitis,1
86,psoriasis,19,drug eruption,1
1,acne,49,lichen simplex,1
86,psoriasis,24,epidermal nevus,1
105,telangiectases,8,basal cell carcinoma,1
105,telangiectases,2,acne vulgaris,1
1,acne,80,pityriasis rubra pilaris,1
19,drug eruption,44,keratosis pilaris,1
19,drug eruption,50,livedo reticularis,1
19,drug eruption,53,lyme disease,1
19,drug eruption,60,mycosis fungoides,1
19,drug eruption,64,nematode infection,1
19,drug eruption,75,photodermatoses,1
19,drug eruption,77,pilomatricoma,1
19,drug eruption,87,pustular psoriasis,1
19,drug eruption,91,sarcoidosis,1
19,drug eruption,92,scabies,1
19,drug eruption,95,seborrheic dermatitis,1
20,drug induced pigmentary changes,12,calcinosis cutis,1
109,urticaria,78,pityriasis lichenoides chronica,1
91,sarcoidosis,107,tuberous sclerosis,1
20,drug induced pigmentary changes,37,halo nevus,1
20,drug induced pigmentary changes,48,lichen planus,1
20,drug induced pigmentary changes,51,lupus erythematosus,1
20,drug induced pigmentary changes,93,scleroderma,1
20,drug induced pigmentary changes,110,urticaria pigmentosa,1
21,dyshidrotic eczema,5,actinic keratosis,1
21,dyshidrotic eczema,8,basal cell carcinoma,1
21,dyshidrotic eczema,28,erythema multiforme,1
21,dyshidrotic eczema,34,granuloma annulare,1
21,dyshidrotic eczema,64,nematode infection,1
21,dyshidrotic eczema,71,papilomatosis confluentes and reticulate,1
21,dyshidrotic eczema,80,pityriasis rubra pilaris,1
21,dyshidrotic eczema,92,scabies,1
20,drug induced pigmentary changes,19,drug eruption,1
91,sarcoidosis,56,melanoma,1
88,pyogenic granuloma,6,allergic contact dermatitis,1
88,pyogenic granuloma,8,basal cell carcinoma,1
88,pyogenic granuloma,13,cheilitis,1
103,superficial spreading melanoma ssm,15,dariers disease,1
88,pyogenic granuloma,28,erythema multiforme,1
88,pyogenic granuloma,41,juvenile xanthogranuloma,1
88,pyogenic granuloma,59,mucous cyst,1
103,superficial spreading melanoma ssm,10,becker nevus,1
103,superficial spreading melanoma ssm,8,basal cell carcinoma,1
88,pyogenic granuloma,103,superficial spreading melanoma ssm,1
88,pyogenic granuloma,106,tick bite,1
89,rhinophyma,5,actinic keratosis,1
19,drug eruption,36,hailey hailey disease,1
89,rhinophyma,83,porphyria,1
102,sun damaged skin,90,rosacea,1
89,rhinophyma,90,rosacea,1
90,rosacea,17,dermatomyositis,1
90,rosacea,51,lupus erythematosus,1
90,rosacea,74,perioral dermatitis,1
90,rosacea,86,psoriasis,1
102,sun damaged skin,82,porokeratosis of mibelli,1
90,rosacea,95,seborrheic dermatitis,1
90,rosacea,110,urticaria pigmentosa,1
102,sun damaged skin,74,perioral dermatitis,1
102,sun damaged skin,60,mycosis fungoides,1
89,rhinophyma,6,allergic contact dermatitis,1
19,drug eruption,32,folliculitis,1
91,sarcoidosis,7,aplasia cutis,1
93,scleroderma,39,ichthyosis vulgaris,1
92,scabies,82,porokeratosis of mibelli,1
92,scabies,85,prurigo nodularis,1
92,scabies,86,psoriasis,1
92,scabies,89,rhinophyma,1
92,scabies,101,striae,1
100,stevens johnson syndrome,52,lupus subacute,1
93,scleroderma,12,calcinosis cutis,1
93,scleroderma,17,dermatomyositis,1
93,scleroderma,19,drug eruption,1
93,scleroderma,22,eczema,1
93,scleroderma,23,ehlers danlos syndrome,1
100,stevens johnson syndrome,40,incontinentia pigmenti,1
86,psoriasis,109,urticaria,1
97,solid cystic basal cell carcinoma,5,actinic keratosis,1
97,solid cystic basal cell carcinoma,8,basal cell carcinoma,1
97,solid cystic basal cell carcinoma,9,basal cell carcinoma morpheiform,1
97,solid cystic basal cell carcinoma,13,cheilitis,1
97,solid cystic basal cell carcinoma,56,melanoma,1
97,solid cystic basal cell carcinoma,99,stasis edema,1
97,solid cystic basal cell carcinoma,107,tuberous sclerosis,1
97,solid cystic basal cell carcinoma,111,vitiligo,1
98,squamous cell carcinoma,2,acne vulgaris,1
98,squamous cell carcinoma,6,allergic contact dermatitis,1
98,squamous cell carcinoma,82,porokeratosis of mibelli,1
94,scleromyxedema,32,folliculitis,1
98,squamous cell carcinoma,81,porokeratosis actinic,1
92,scabies,78,pityriasis lichenoides chronica,1
93,scleroderma,56,melanoma,1
93,scleroderma,60,mycosis fungoides,1
93,scleroderma,66,neurofibromatosis,1
61,myiasis,51,lupus erythematosus,1
99,stasis edema,56,melanoma,1
93,scleroderma,74,perioral dermatitis,1
99,stasis edema,42,kaposi sarcoma,1
93,scleroderma,77,pilomatricoma,1
99,stasis edema,31,fixed eruptions,1
93,scleroderma,108,tungiasis,1
93,scleroderma,109,urticaria,1
93,scleroderma,110,urticaria pigmentosa,1
93,scleroderma,111,vitiligo,1
92,scabies,75,photodermatoses,1
93,scleroderma,113,xeroderma pigmentosum,1
94,scleromyxedema,19,drug eruption,1
99,stasis edema,60,mycosis fungoides,1
91,sarcoidosis,113,xeroderma pigmentosum,1
100,stevens johnson syndrome,109,urticaria,1
92,scabies,1,acne,1
100,stevens johnson syndrome,88,pyogenic granuloma,1
92,scabies,22,eczema,1
92,scabies,28,erythema multiforme,1
100,stevens johnson syndrome,86,psoriasis,1
92,scabies,38,hidradenitis,1
100,stevens johnson syndrome,83,porphyria,1
100,stevens johnson syndrome,68,neutrophilic dermatoses,1
100,stevens johnson syndrome,56,melanoma,1
99,stasis edema,29,erythema nodosum,1
96,seborrheic keratosis,2,acne vulgaris,1
96,seborrheic keratosis,40,incontinentia pigmenti,1
96,seborrheic keratosis,56,melanoma,1
96,seborrheic keratosis,79,pityriasis rosea,1
96,seborrheic keratosis,98,squamous cell carcinoma,1
98,squamous cell carcinoma,92,scabies,1
98,squamous cell carcinoma,91,sarcoidosis,1
98,squamous cell carcinoma,97,solid cystic basal cell carcinoma,1
86,psoriasis,41,juvenile xanthogranuloma,1
86,psoriasis,42,kaposi sarcoma,1
104,syringoma,57,milia,1
86,psoriasis,49,lichen simplex,1
104,syringoma,20,drug induced pigmentary changes,1
98,squamous cell carcinoma,13,cheilitis,1
104,syringoma,15,dariers disease,1
104,syringoma,0,acanthosis nigricans,1
103,superficial spreading melanoma ssm,71,papilomatosis confluentes and reticulate,1
86,psoriasis,70,nevus sebaceous of jadassohn,1
103,superficial spreading melanoma ssm,68,neutrophilic dermatoses,1
91,sarcoidosis,109,urticaria,1
86,psoriasis,75,photodermatoses,1
103,superficial spreading melanoma ssm,66,neurofibromatosis,1
86,psoriasis,80,pityriasis rubra pilaris,1
86,psoriasis,82,porokeratosis of mibelli,1
86,psoriasis,84,port wine stain,1
86,psoriasis,91,sarcoidosis,1
86,psoriasis,93,scleroderma,1
86,psoriasis,63,necrobiosis lipoidica,1
98,squamous cell carcinoma,73,pediculosis lids,1
98,squamous cell carcinoma,29,erythema nodosum,1
98,squamous cell carcinoma,68,neutrophilic dermatoses,1
98,squamous cell carcinoma,60,mycosis fungoides,1
98,squamous cell carcinoma,35,granuloma pyogenic,1
98,squamous cell carcinoma,38,hidradenitis,1
98,squamous cell carcinoma,39,ichthyosis vulgaris,1
98,squamous cell carcinoma,48,lichen planus,1
98,squamous cell carcinoma,59,mucous cyst,1
98,squamous cell carcinoma,55,malignant melanoma,1
98,squamous cell carcinoma,10,becker nevus,1
98,squamous cell carcinoma,108,tungiasis,1
94,scleromyxedema,37,halo nevus,1
95,seborrheic dermatitis,105,telangiectases,1
94,scleromyxedema,53,lyme disease,1
94,scleromyxedema,86,psoriasis,1
94,scleromyxedema,104,syringoma,1
94,scleromyxedema,109,urticaria,1
95,seborrheic dermatitis,1,acne,1
95,seborrheic dermatitis,2,acne vulgaris,1
95,seborrheic dermatitis,8,basal cell carcinoma,1
95,seborrheic dermatitis,32,folliculitis,1
95,seborrheic dermatitis,51,lupus erythematosus,1
96,seborrheic keratosis,113,xeroderma pigmentosum,1
95,seborrheic dermatitis,86,psoriasis,1
95,seborrheic dermatitis,89,rhinophyma,1
95,seborrheic dermatitis,90,rosacea,1
95,seborrheic dermatitis,96,seborrheic keratosis,1
94,scleromyxedema,39,ichthyosis vulgaris,1
